Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Too Many Tantrums,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105856887/too-many-tantrums,1.7,-1,Trad,5.7,1,200.0,36.12301,-115.49265,East Face,Mescalito,0.6849818181818296,0.34947931678842,586
Dog Police,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105957040/dog-police,3.6,-1,Trad,5.10c,1,155.0,36.12103,-115.48766,East Face(aka Dependent Variable Area),Magic Mountain,0.6887272727272216,0.0354470686722458,587
Cold Blue Steel,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106045089/cold-blue-steel,0.0,-1,Trad,5.10b X,1,75.0,36.12103,-115.48766,East Face(aka Dependent Variable Area),Magic Mountain,0.6887272727272216,0.0354470686722458,588
The Soloist Crack,East Face(aka Dependent Variable Area) > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106548434/the-soloist-crack,2.0,-1,Trad,5.7,1,110.0,36.12103,-115.48766,East Face(aka Dependent Variable Area),Magic Mountain,0.6887272727272216,0.0354470686722458,589
The Illusion of Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120063606/the-illusion-of-control,1.0,-1,Trad,5.9,1,120.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,590
American Ninja,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106055934/american-ninja,2.6,-1,Trad,5.11a,1,100.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,591
Control Freak,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120063460/control-freak,2.0,-1,Trad,5.10+,1,140.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,592
Out of Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105888710/out-of-control,3.8,-1,Trad,5.10c,1,130.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,593
Indirect Proof,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106602608/indirect-proof,1.0,-1,Trad,5.10b R,1,80.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,594
Overshoot,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200913426/overshoot,-1.0,-1,Trad,5.10-,1,120.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,595
Remote Control,Out of Control Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105888855/remote-control,2.5,-1,Trad,5.9,1,160.0,36.12527,-115.49419,Out of Control Area,Pine Creek Canyon,0.6958181818181797,0.4896833701946679,596
Table Greens,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125550845/table-greens,3.0,-1,Trad,5.9,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,597
Rogue Fungus,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125423317/rogue-fungus,2.9,-1,Trad,5.1,1,60.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,598
Psycho Date,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106361654/psycho-date,1.2,-1,Trad,5.10b PG13,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,599
Bush Pilots,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733181/bush-pilots,2.5,-1,Trad,5.10a,1,50.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,600
Bird Cage,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105936299/bird-cage,1.3,-1,Trad,5.7,1,20.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,601
Bus Stops Here,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105970351/bus-stops-here,2.0,-1,Trad,5.8-,1,120.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,602
Mo (AKA Nowhere Man),Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107454656/mo-aka-nowhere-man,2.6,-1,Trad,5.8+,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,603
Moons Way,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124139599/moons-way,1.5,-1,Trad,5.9-,1,50.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,604
Topless Twins,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732362/topless-twins,3.1,-1,Trad,5.9,1,70.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,605
Simpatico,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107370231/simpatico,2.8,-1,Trad,5.10- PG13,1,140.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,606
Chocolate Covered Bacon,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106934339/chocolate-covered-bacon,2.0,-1,Trad,5.10c,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,607
Cut Away,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109971768/cut-away,3.0,-1,"Trad, TR",5.10d R,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,608
Mystery Mushroom?,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732680/mystery-mushroom,2.0,-1,Trad,5.10c X,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,609
Sky Dive,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106326637/sky-dive,3.6,-1,Trad,5.11c PG13,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,610
Alternative Facts,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112499569/alternative-facts,3.7,-1,Trad,5.11b/c,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,611
Fungus folks,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105988159/fungus-folks,2.7,-1,Trad,5.11a/b R,1,75.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,612
Shifting Narratives,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126261607/shifting-narratives,3.7,-1,Trad,5.11-,1,110.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,613
Go Greyhound,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105789541/go-greyhound,2.9,-1,Trad,5.11- PG13,1,160.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,614
Varnishing Fact,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125464651/varnishing-fact,2.8,-1,Trad,5.9+,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,615
Mushroom People,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732350/mushroom-people,3.4,-1,Trad,5.10c,1,100.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,616
One Stop in Tonopah,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732695/one-stop-in-tonopah,2.6,-1,Trad,5.10a,1,150.0,36.12521,-115.49109,Brass Wall,Pine Creek Canyon,0.7066545454545696,0.3253161036506357,617
Twentynine Posers,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112417721/twentynine-posers,2.0,-1,Trad,5.11d,1,60.0,36.12657,-115.48899,Beer and Ice Gully,Pine Creek Canyon,0.7272727272727273,0.2477076370470951,618
This Bud's For You,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105815502/this-buds-for-you,3.0,-1,Trad,5.11,1,110.0,36.12657,-115.48899,Beer and Ice Gully,Pine Creek Canyon,0.7272727272727273,0.2477076370470951,619
Moisture Brau,Beer and Ice Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118036927/moisture-brau,2.0,-1,Trad,5.11a R,1,110.0,36.12657,-115.48899,Beer and Ice Gully,Pine Creek Canyon,0.7272727272727273,0.2477076370470951,620
The Lazy Fireman,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105927508/the-lazy-fireman,2.0,-1,Sport,5.11a,1,,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,621
Straight Shooter,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732428/straight-shooter,3.6,-1,Trad,5.9+,1,60.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,622
Forget Me Knot,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107450899/forget-me-knot,1.8,-1,Trad,5.11 R,1,100.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,623
Sidewinder,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732491/sidewinder,2.3,-1,Sport,5.11,1,60.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,624
Captain Crunch,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733121/captain-crunch,1.5,-1,Trad,5.7,1,50.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,625
Crispy Critters,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733118/crispy-critters,1.6,-1,Trad,5.7 R,1,50.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,626
5.7 Freak Out,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112891240/57-freak-out,1.6,-1,Trad,5.7 PG13,1,60.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,627
Bird Crack,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733127/bird-crack,1.0,-1,Trad,5.10d,1,60.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,628
Slabba Dabba Doo,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107450248/slabba-dabba-doo,1.7,-1,Sport,5.11b R,1,60.0,36.1268,-115.48806,Straight Shooter Wall,Pine Creek Canyon,0.7292363636363757,0.2079463442755378,629
Shadow Play,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112446747/shadow-play,2.7,-1,Trad,5.11-,1,25.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,630
Stick And Move,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107429239/stick-and-move,2.0,-1,Trad,5.9,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,631
Unknown,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112874391/unknown,2.0,-1,Trad,5.9,1,200.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,632
The Stick-Slip Phenomenon,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112468154/the-stick-slip-phenomenon,2.0,-1,Trad,5.9,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,633
Abstinence,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114026692/abstinence,2.0,-1,Trad,5.8+,1,80.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,634
Sandstone Scofflaws,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118230668/sandstone-scofflaws,0.0,-1,Trad,5.8 PG13,1,120.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,635
Datura P2 Left Chimney,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114227390/datura-p2-left-chimney,2.0,-1,Trad,5.8,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,636
Plato's Grotto,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112478461/platos-grotto,2.0,-1,Trad,5.8,1,180.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,637
Cinnamon Swirls,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123322299/cinnamon-swirls,3.0,-1,Trad,5.7,1,55.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,638
Unknown,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111602670/unknown,0.5,-1,Trad,5.7,1,200.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,639
Prelude,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112446869/prelude,0.0,-1,Trad,5.7,1,60.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,640
Casper the Friendly Offwidth,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112464490/casper-the-friendly-offwidth,2.0,-1,Trad,5.8,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,641
Stick Left,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926085/stick-left,3.4,-1,Trad,5.10c,1,140.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,642
Promote The Segmentation,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107907372/promote-the-segmentation,1.5,-1,Trad,5.9,1,90.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,643
Stick Right,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926078/stick-right,2.8,-1,Trad,5.9,1,140.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,644
Stickball,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926100/stickball,1.5,-1,TR,5.9 R,1,140.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,645
Awakening,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122029748/awakening,3.5,-1,Trad,5.10b,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,646
You're Dreaming,Stick Gully > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122330169/youre-dreaming,3.0,-1,Trad,5.10c,1,100.0,36.12904,-115.4878,Stick Gully,Pine Creek Canyon,0.746472727272792,0.2531015880527996,647
Lake Mead Exotic Plant Control Crew,The Hog Wart > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112464441/lake-mead-exotic-plant-control-crew,2.0,-1,Trad,5.9,1,75.0,36.1288,-115.48685,The Hog Wart,Pine Creek Canyon,0.7481818181818037,0.1969151831003932,648
Repeated Histrionics,The Hog Wart > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111543519/repeated-histrionics,1.5,-1,Trad,5.8 PG13,1,100.0,36.1288,-115.48685,The Hog Wart,Pine Creek Canyon,0.7481818181818037,0.1969151831003932,649
A Simple Expediency,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107951207/a-simple-expediency,2.5,-1,Trad,5.8+,1,80.0,36.12916,-115.4866,Flight Path Area,Pine Creek Canyon,0.751709090909112,0.1932387673471462,650
Car Talk,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107951190/car-talk,2.5,-1,Trad,5.9,1,80.0,36.12916,-115.4866,Flight Path Area,Pine Creek Canyon,0.751709090909112,0.1932387673471462,651
Twin Falls,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200284156/twin-falls,1.0,-1,Trad,5.9,1,70.0,36.12916,-115.4866,Flight Path Area,Pine Creek Canyon,0.751709090909112,0.1932387673471462,652
Doin' the Good Drive,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105926028/doin-the-good-drive,3.0,-1,Trad,5.9,1,80.0,36.12916,-115.4866,Flight Path Area,Pine Creek Canyon,0.751709090909112,0.1932387673471462,653
Commuted Sentence,Flight Path Area > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106419142/commuted-sentence,3.1,-1,Trad,5.9+,1,100.0,36.12916,-115.4866,Flight Path Area,Pine Creek Canyon,0.751709090909112,0.1932387673471462,654
