Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Gin Ricky,Alcohol Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105858215/gin-ricky,3.6,-1,Trad,5.10c,1,180,36.07813,-115.47797
Mai Tai,Alcohol Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105886249/mai-tai,3.8,-1,Trad,5.10+ R,1,150,36.07813,-115.47797
Straight Shot,Alcohol Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106065161/straight-shot,3.6,-1,Trad,5.11d,1,60,36.07813,-115.47797
In For a Penny,Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114213747/in-for-a-penny,1,-1,Trad,5.7,1,80,36.07703,-115.47571
Moody's Move,Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106988127/moodys-move,2.2,-1,Trad,5.8,1,80,36.07703,-115.47571
Mudterm,Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732815/mudterm,2.8,-1,Trad,5.9,1,100,36.07703,-115.47571
Lucky Nuts,Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732821/lucky-nuts,2.8,-1,Trad,5.9,1,110,36.07703,-115.47571
Critical Cams,Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732968/critical-cams,2.7,-1,Trad,5.1,1,80,36.07703,-115.47571
Romper Room,Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733007/romper-room,2.9,-1,Trad,5.7,1,90,36.07863,-115.47841
Kindergarten Cop,Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105888134/kindergarten-cop,2.8,-1,Trad,5.7+,1,150,36.07863,-115.47841
Unknown,Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116833808/unknown,2,-1,TR,5.8+,1,75,36.07863,-115.47841
Frank's Right Foot Stinks,Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112816444/franks-right-foot-stinks,3.4,-1,TR,5.10a,1,90,36.07863,-115.47841
Bad Moon Arising,First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107389200/bad-moon-arising,1,-1,Trad,5.7 R,1,85,36.07962,-115.47926
Falling Stars,First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106388435/falling-stars,1,-1,Trad,5.7,1,200,36.07962,-115.47926
Smooth Sailing,First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106388441/smooth-sailing,1.8,-1,Trad,5.8,1,200,36.07962,-115.47926
Schoolyard Bully,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355600/schoolyard-bully,2,-1,Trad,5.7,1,120,36.07565,-115.47367
Deja Vu,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355715/deja-vu,2.5,-1,Trad,5.7,1,120,36.07565,-115.47367
Sunday School,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355745/sunday-school,2,-1,Trad,5.7,1,100,36.07565,-115.47367
Short Subject,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106356125/short-subject,1,-1,Trad,5.7,1,50,36.07565,-115.47367
Dunce's Corner,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106356137/dunces-corner,0,-1,Trad,5.7,1,80,36.07565,-115.47367
Multiple Choice,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355741/multiple-choice,0.5,-1,Trad,5.8,1,100,36.07565,-115.47367
Return of the Jedi,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355722/return-of-the-jedi,3.3,-1,Trad,5.9,1,120,36.07565,-115.47367
Pop Quiz,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355737/pop-quiz,1.5,-1,Trad,5.9,1,100,36.07565,-115.47367
Improbable Prose,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106449155/improbable-prose,2,-1,Trad,5.9,1,90,36.07565,-115.47367
Blackboard Technique,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114192775/blackboard-technique,2,-1,Trad,5.9,1,160,36.07565,-115.47367
Discipline Problem,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116098515/discipline-problem,2.9,-1,Trad,5.9 PG13,1,80,36.07565,-115.47367
Somebody Else's Splitter,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125270535/somebody-elses-splitter,3,-1,Trad,5.9,1,65,36.07565,-115.47367
Across The Choss,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116614810/across-the-choss,2.5,-1,Trad,5.9+ PG13,1,140,36.07565,-115.47367
Coffin Corner,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106355595/coffin-corner,3.3,-1,Trad,5.10a,1,140,36.07565,-115.47367
Honcho Imposter,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106412507/honcho-imposter,3.7,-1,Trad,5.1,1,115,36.07565,-115.47367
Unknown,The Schoolyard > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/200519058/unknown,3,-1,Trad,5.1,1,110,36.07565,-115.47367
Sugar on Top,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116246136/sugar-on-top,0,-1,Trad,5.8,1,100,36.0812,-115.4776
Bighorn Campus Coffee House,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116497977/bighorn-campus-coffee-house,2,-1,Trad,5.8,1,120,36.0812,-115.4776
The Polygon Petting Zoo,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116498010/the-polygon-petting-zoo,3,-1,Trad,5.8,1,100,36.0812,-115.4776
Extortion Among Friends,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116499647/extortion-among-friends,2.5,-1,Trad,5.8,1,50,36.0812,-115.4776
Hopscotch,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116499682/hopscotch,2,-1,Trad,5.8,1,120,36.0812,-115.4776
Ms. Guided,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118219383/ms-guided,1,-1,Trad,5.8 PG13,1,80,36.0812,-115.4776
Coming of Age,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116246164/coming-of-age,2.3,-1,Trad,5.9,1,90,36.0812,-115.4776
Plankton's Revenge,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116623057/planktons-revenge,3,-1,Trad,5.9 R,1,100,36.0812,-115.4776
The Closet,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107888885/the-closet,2,-1,Trad,5.9,1,100,36.0812,-115.4776
Pinball Crack,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106405836/pinball-crack,2.8,-1,Trad,5.9+,1,125,36.0812,-115.4776
Slot Club,Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107563938/slot-club,2.5,-1,Trad,5.1,1,105,36.0812,-115.4776
Banjo Boys,Strawberry Hill Buttress > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123808046/banjo-boys,2,-1,Trad,5.9,1,150,36.08014,-115.48175
Guitar Man,Strawberry Hill Buttress > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123807991/guitar-man,3,-1,Trad,5.1,1,150,36.08014,-115.48175
Relapse Prevention,Lower Slot Club Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114026739/relapse-prevention,1,-1,Trad,5.9,1,180,36.08101,-115.47918
Wellington finds Walloon Brabant,Bearclaw Spire > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116100267/wellington-finds-walloon-brabant,2,-1,Trad,5.8 PG13,1,90,36.08264,-115.47998
Playing on Credit,Bearclaw Spire > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116515044/playing-on-credit,3,-1,Trad,5.10b,1,175,36.08264,-115.47998
Wedged and Hedged,Bearclaw Spire > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118286260/wedged-and-hedged,2.5,-1,Trad,5.1,1,80,36.08264,-115.47998
Monkey Paws,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118314494/monkey-paws,2,-1,Trad,5.8+,1,80,36.08195,-115.47808
A Tan Camel,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118290341/a-tan-camel,2.5,-1,Trad,5.9,1,50,36.08195,-115.47808
Amber Oasis,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118294177/amber-oasis,3,-1,Trad,5.9,1,130,36.08195,-115.47808
Watchtower Intrigue,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118296326/watchtower-intrigue,2,-1,Trad,5.9+,1,80,36.08195,-115.47808
Dietary Constrictions,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118294342/dietary-constrictions,2,-1,Trad,5.10-,1,100,36.08195,-115.47808
Sunny Side Girl,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118294262/sunny-side-girl,3,-1,Trad,5.11a,1,130,36.08195,-115.47808
Shadow Corner,The Amber Oasis > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118308527/shadow-corner,3.8,-1,Trad,5.11,1,60,36.08195,-115.47808
Ladies Drink Free,The Gentleman's Club > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120058907/ladies-drink-free,2,-1,Trad,5.8,1,40,36.08178,-115.4762
Spearmint Rhino,The Gentleman's Club > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120059150/spearmint-rhino,1,-1,Trad,5.8,1,30,36.08178,-115.4762
Rick's Tally Ho,The Gentleman's Club > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120059169/ricks-tally-ho,2,-1,Trad,5.8,1,30,36.08178,-115.4762
Lana Learns to Crush,Waaay Above the Arch > First Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125701713/lana-learns-to-crush,3,-1,Trad,5.10c,1,120,36.06937,-115.47269
Black and Tan,Cloud Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125352210/black-and-tan,2.3,-1,Trad,5.11-,1,150,36.11237,-115.48908
"Far Side, The",Cloud Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125923561/far-side-the,3,-1,Trad,5.11b PG13,1,115,36.11237,-115.48908
Jack's Lament,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116817902/jacks-lament,3,-1,Trad,5.8-,1,40,36.11213,-115.48829
Ginger Crack Variation Finish (Der Guberbaum),Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113781810/ginger-crack-variation-finish-der-guberbaum,3,-1,Trad,5.9,1,175,36.11213,-115.48829
Cumin Trafficking,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121507464/cumin-trafficking,2,-1,Trad,5.10-,1,115,36.11213,-115.48829
Fist or Flips,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108073448/fist-or-flips,2.6,-1,Trad,5.10c,1,100,36.11213,-115.48829
Don't Touch That in Front of Grandma,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732704/dont-touch-that-in-front-of-grandma,0.5,-1,Trad,5.7 R,1,70,36.11526,-115.48953
Cottontail,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732707/cottontail,1.5,-1,Trad,5.8,1,70,36.11526,-115.48953
The Minerva,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108883218/the-minerva,3,-1,Trad,5.9 PG13,1,60,36.11526,-115.48953
Senior Discount,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109703834/senior-discount,1.5,-1,Trad,5.1,1,100,36.11526,-115.48953
The Black Pearl,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106134494/the-black-pearl,3.7,-1,Trad,5.1,1,170,36.11526,-115.48953
Juggernaut,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105889479/juggernaut,2.9,-1,Trad,5.10b/c,1,85,36.11526,-115.48953
Tan Clam,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120072050/tan-clam,3,-1,Trad,5.10+,1,135,36.11526,-115.48953
J + J Swerve,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107321598/j-j-swerve,2,-1,Trad,5.10-,1,190,36.11483,-115.4957
Kentucky's Finest,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116084279/kentuckys-finest,2.5,-1,Trad,5.11b PG13,-53,400,36.11483,-115.4957
Immaculate Conception,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/117833494/immaculate-conception,3.7,-1,Trad,5.11b,1,130,36.11483,-115.4957
Corruption of the Jesuit,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/117833547/corruption-of-the-jesuit,2.5,-1,Trad,5.11c,1,130,36.11483,-115.4957
Voodoo Lady,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127339118/voodoo-lady,3.8,-1,Trad,5.11c,1,125,36.11483,-115.4957
Chocolate and Cheese,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127339238/chocolate-and-cheese,3.6,-1,Trad,5.11c,1,125,36.11483,-115.4957
Canola Crack - Right,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106072082/canola-crack-right,2.2,-1,Trad,5.7,1,60,36.1178,-115.48805
Canola Crack - Left,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106067881/canola-crack-left,1.6,-1,Trad,5.7+,1,100,36.1178,-115.48805
Rose Tower | 4275,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107474275/rose-tower-4275,2.6,-1,Trad,5.9,1,80,36.1178,-115.48805
Brother Bill's Great Thrill,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107474246/brother-bills-great-thrill,2,-1,Trad,5.1,1,80,36.1178,-115.48805
The Shwack,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113796536/the-shwack,3,-1,Trad,5.7,1,150,36.11776,-115.48996
Toothless Tiger,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113802314/toothless-tiger,2,-1,Trad,5.7,1,75,36.11776,-115.48996
Bear Necessities,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706125/bear-necessities,2.5,-1,Trad,5.8,1,150,36.11776,-115.48996
Little Britches,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706152/little-britches,3.6,-1,Trad,5.8,1,100,36.11776,-115.48996
Catamount,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767733/catamount,2.7,-1,Trad,5.8,1,110,36.11776,-115.48996
Jungle Rot,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720566/jungle-rot,2.4,-1,Trad,5.9 PG13,1,100,36.11776,-115.48996
The Panther,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767724/the-panther,2,-1,Trad,5.9,1,100,36.11776,-115.48996
Aye-Aye Cap'n,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113781371/aye-aye-capn,2,-1,Trad,5.9,1,100,36.11776,-115.48996
Bush Pig,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767581/bush-pig,3.6,-1,Trad,5.9+,1,130,36.11776,-115.48996
Vanilla Gorilla,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113741190/vanilla-gorilla,2,-1,Trad,5.10-,1,60,36.11776,-115.48996
Canopy Crack,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720535/canopy-crack,2,-1,Trad,5.10a/b,1,110,36.11776,-115.48996
The Puma,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767684/the-puma,2.8,-1,Trad,5.10b PG13,1,100,36.11776,-115.48996
The Monkey King,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706193/the-monkey-king,2.5,-1,TR,5.1,1,160,36.11776,-115.48996
Strangler Fig,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113832739/strangler-fig,2,-1,TR,5.1,1,100,36.11776,-115.48996
Jorge of the Jungle,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720501/jorge-of-the-jungle,3,-1,Trad,5.10c PG13,1,110,36.11776,-115.48996
